"id";"first_name";"last_name";"email";"country";"newsletter";"created_at"
"CUST-000055";"Anna-Luise";"Misicher";"Anna-Luise.Misicher@example.com";"DE";"False";"2026-05-02 08:46:56"
"CUST-000056";"Isabelle";"Tlustek";"Isabelle.Tlustek@example.com";"CH";"True";"2026-04-18 13:10:03"
"CUST-000057";"Sylvester";"Scheuermann";"Sylvester.Scheuermann@example.com";"DE";"False";"2026-02-10 01:53:13"
"CUST-000058";"Heinz-Werner";"Barth";"Heinz-Werner.Barth@example.com";"DE";"True";"2026-03-22 11:11:39"
"CUST-000059";"Dorota";"Eigenwillig";"Dorota.Eigenwillig@example.com";"DE";"False";"2026-07-25 23:19:21"
"CUST-000060";"Larissa";"Dörr";"Larissa.Dörr@example.com";"PL";"False";"2026-07-11 10:43:05"
"CUST-000061";"Alois";"Graf";"Alois.Graf@example.com";"DE";"True";"2026-03-05 07:36:47"
"CUST-000062";"Gretl";"Naser";"Gretl.Naser@example.com";"NL";"False";"2026-08-11 15:44:54"
"CUST-000063";"Ottmar";"Zirme";"Ottmar.Zirme@example.com";"DE";"False";"2026-01-21 21:56:41"
"CUST-000064";"Milka";"Gude";"Milka.Gude@example.com";"DE";"False";"2026-06-17 02:46:25"
"CUST-000065";"Horst-Dieter";"Beier";"Horst-Dieter.Beier@example.com";"DE";"False";"2026-06-22 03:58:17"
"CUST-000066";"Georgios";"Jäkel";"Georgios.Jäkel@example.com";"AT";"False";"2026-04-11 13:22:43"
"CUST-000067";"Melanie";"Köster";"Melanie.Köster@example.com";"AT";"True";"2026-02-19 07:13:40"
"CUST-000068";"Mario";"Drubin";"Mario.Drubin@example.com";"PL";"True";"2026-01-10 04:00:15"
"CUST-000069";"Nikolaj";"Graf";"Nikolaj.Graf@example.com";"AT";"False";"2026-05-14 18:47:05"
"CUST-000070";"Isa";"Säuberlich";"Isa.Säuberlich@example.com";"DE";"False";"2026-03-09 10:41:20"
"CUST-000071";"Ingo";"Ritter";"Ingo.Ritter@example.com";"DE";"True";"2026-06-09 18:03:36"
"CUST-000072";"Bodo";"auch Schlauchin";"Bodo.auch Schlauchin@example.com";"DE";"True";"2026-05-17 22:15:01"
"CUST-000073";"Patrik";"Liebelt";"Patrik.Liebelt@example.com";"NL";"True";"2026-04-26 22:25:59"
"CUST-000074";"Jorge";"Sölzer";"Jorge.Sölzer@example.com";"AT";"True";"2026-06-15 12:41:35"
"CUST-000075";"Esther";"Weinhage";"Esther.Weinhage@example.com";"AT";"False";"2026-03-04 20:15:33"
"CUST-000076";"Janine";"Trapp";"Janine.Trapp@example.com";"AT";"True";"2026-08-01 17:38:47"
"CUST-000077";"Elmar";"Gorlitz";"Elmar.Gorlitz@example.com";"NL";"True";"2026-02-28 02:48:47"
"CUST-000078";"Ronny";"Jäkel";"Ronny.Jäkel@example.com";"DE";"True";"2026-05-13 03:59:14"
"CUST-000079";"Sylwia";"Sorgatz";"Sylwia.Sorgatz@example.com";"CH";"False";"2026-07-18 05:14:28"
"CUST-000080";"Attila";"Binner";"Attila.Binner@example.com";"AT";"True";"2026-01-13 10:18:27"
"CUST-000081";"Bernd";"Geisel";"Bernd.Geisel@example.com";"CH";"False";"2026-05-25 07:41:41"
"CUST-000082";"Leander";"Roskoth";"Leander.Roskoth@example.com";"DE";"False";"2026-05-01 14:50:52"
"CUST-000083";"Sibel";"Lindner";"Sibel.Lindner@example.com";"CH";"False";"2026-07-29 00:57:45"
"CUST-000084";"Frida";"Eberth";"Frida.Eberth@example.com";"DE";"False";"2026-07-23 20:07:17"
"CUST-000085";"Andrej";"Fliegner";"Andrej.Fliegner@example.com";"CH";"True";"2026-05-09 18:03:45"
"CUST-000086";"Siegfried";"Wagner";"Siegfried.Wagner@example.com";"PL";"True";"2026-02-02 01:31:50"
"CUST-000087";"Annelise";"Junken";"Annelise.Junken@example.com";"NL";"False";"2026-02-27 04:43:23"
"CUST-000088";"Ljiljana";"Walter";"Ljiljana.Walter@example.com";"DE";"True";"2026-06-11 06:35:24"
"CUST-000089";"Paulo";"Beier";"Paulo.Beier@example.com";"AT";"False";"2026-05-03 01:27:11"
"CUST-000090";"Hans-Martin";"Fliegner";"Hans-Martin.Fliegner@example.com";"CH";"False";"2026-03-20 06:47:06"
"CUST-000091";"Franca";"Ehlert";"Franca.Ehlert@example.com";"DE";"True";"2026-06-28 06:41:22"
"CUST-000092";"Jose";"Köster";"Jose.Köster@example.com";"DE";"True";"2026-03-20 22:17:21"
"CUST-000093";"Dana";"Anders";"Dana.Anders@example.com";"FR";"False";"2026-06-12 19:00:54"
"CUST-000094";"Hans-Adolf";"Bauer";"Hans-Adolf.Bauer@example.com";"FR";"True";"2026-02-10 18:09:55"
"CUST-000095";"Tilmann";"Jäkel";"Tilmann.Jäkel@example.com";"DE";"True";"2026-01-30 13:14:54"
"CUST-000096";"Frieda";"Hofmann";"Frieda.Hofmann@example.com";"NL";"False";"2026-02-15 04:52:36"
"CUST-000097";"Siegmar";"Wilms";"Siegmar.Wilms@example.com";"CH";"False";"2026-07-09 03:33:17"
"CUST-000098";"Hedwig";"Striebitz";"Hedwig.Striebitz@example.com";"DE";"True";"2026-01-14 06:17:49"
"CUST-000099";"Gunhild";"Ruppert";"Gunhild.Ruppert@example.com";"FR";"True";"2026-03-02 04:05:56"
"CUST-000100";"Guntram";"Stey";"Guntram.Stey@example.com";"AT";"True";"2026-07-14 06:15:40"
"CUST-000101";"Vanessa";"Loos";"Vanessa.Loos@example.com";"DE";"True";"2026-03-16 08:10:32"
"CUST-000102";"Roderich";"Tröst";"Roderich.Tröst@example.com";"DE";"False";"2026-05-02 08:52:57"
"CUST-000103";"Drago";"Aumann";"Drago.Aumann@example.com";"CH";"False";"2026-03-29 21:55:04"
"CUST-000104";"Darius";"Klingelhöfer";"Darius.Klingelhöfer@example.com";"DE";"True";"2026-01-28 16:02:31"
"CUST-000105";"Elvira";"Fritsch";"Elvira.Fritsch@example.com";"AT";"False";"2026-01-19 08:58:33"
"CUST-000106";"Hans-Michael";"Mans";"Hans-Michael.Mans@example.com";"CH";"False";"2026-06-17 19:54:14"
"CUST-000107";"Fedor";"Bachmann";"Fedor.Bachmann@example.com";"DE";"True";"2026-07-29 12:04:15"
"CUST-000108";"Else";"Nerger";"Else.Nerger@example.com";"AT";"True";"2026-02-09 12:24:25"
"CUST-000109";"Gereon";"Caspar";"Gereon.Caspar@example.com";"CH";"True";"2026-04-27 14:50:20"
"CUST-000110";"Luise";"Kallert";"Luise.Kallert@example.com";"DE";"False";"2026-06-30 15:42:33"
"CUST-000111";"Wiltrud";"Heinrich";"Wiltrud.Heinrich@example.com";"CH";"True";"2026-02-22 07:37:43"
"CUST-000112";"Brita";"Wesack";"Brita.Wesack@example.com";"AT";"False";"2026-05-24 09:18:03"
"CUST-000113";"Sophie";"Kranz";"Sophie.Kranz@example.com";"DE";"True";"2026-05-11 00:23:22"
"CUST-000114";"Julia";"Kusch";"Julia.Kusch@example.com";"CH";"True";"2026-06-21 21:15:53"
"CUST-000115";"Frederike";"Wilmsen";"Frederike.Wilmsen@example.com";"NL";"False";"2026-01-15 05:46:15"
"CUST-000116";"Jochem";"Franke";"Jochem.Franke@example.com";"CH";"True";"2026-03-04 00:18:16"
"CUST-000117";"Regina";"Stiebitz";"Regina.Stiebitz@example.com";"DE";"False";"2026-06-09 10:21:03"
"CUST-000118";"Jelena";"Zahn";"Jelena.Zahn@example.com";"DE";"False";"2026-06-26 10:06:41"
"CUST-000119";"Francoise";"Schmidt";"Francoise.Schmidt@example.com";"DE";"False";"2026-05-26 16:14:31"
"CUST-000120";"Adam";"Säuberlich";"Adam.Säuberlich@example.com";"NL";"True";"2026-08-12 00:08:28"
"CUST-000121";"Margarita";"Schönland";"Margarita.Schönland@example.com";"AT";"True";"2026-07-11 05:34:57"
"CUST-000122";"Sylvie";"Warmer";"Sylvie.Warmer@example.com";"NL";"True";"2026-05-07 23:33:32"
"CUST-000123";"Bozena";"Pieper";"Bozena.Pieper@example.com";"DE";"True";"2026-03-23 23:38:25"
"CUST-000124";"Rosita";"Bachmann";"Rosita.Bachmann@example.com";"FR";"False";"2026-03-12 13:26:49"
"CUST-000125";"Falk";"Tlustek";"Falk.Tlustek@example.com";"AT";"True";"2026-06-12 06:59:22"
"CUST-000126";"Simona";"Mielcarek";"Simona.Mielcarek@example.com";"FR";"False";"2026-06-02 21:08:10"
"CUST-000127";"Ekkehard";"Berger";"Ekkehard.Berger@example.com";"DE";"False";"2026-08-12 10:51:31"
"CUST-000128";"Abram";"Dowerg";"Abram.Dowerg@example.com";"DE";"True";"2026-03-07 22:58:33"
"CUST-000129";"Kay-Uwe";"Beyer";"Kay-Uwe.Beyer@example.com";"FR";"False";"2026-02-18 23:41:50"
"CUST-000130";"Ilse";"Scheuermann";"Ilse.Scheuermann@example.com";"DE";"True";"2026-08-05 09:06:11"
"CUST-000131";"Jessica";"Martin";"Jessica.Martin@example.com";"DE";"True";"2026-03-23 07:16:44"
"CUST-000132";"Anika";"Lübs";"Anika.Lübs@example.com";"AT";"False";"2026-04-17 06:54:35"
"CUST-000133";"Steve";"Schomber";"Steve.Schomber@example.com";"DE";"True";"2026-05-16 18:03:06"
"CUST-000134";"Edwin";"Heser";"Edwin.Heser@example.com";"CH";"False";"2026-06-22 02:11:25"
"CUST-000135";"Raimund";"Kensy";"Raimund.Kensy@example.com";"DE";"False";"2026-04-21 03:15:12"
"CUST-000136";"Zehra";"Heuser";"Zehra.Heuser@example.com";"DE";"False";"2026-04-26 14:26:59"
"CUST-000137";"Vinzenz";"Eberth";"Vinzenz.Eberth@example.com";"DE";"True";"2026-06-10 03:57:15"
"CUST-000138";"Sigrun";"Söding";"Sigrun.Söding@example.com";"AT";"True";"2026-01-15 21:37:38"
"CUST-000139";"Karin";"Müller";"Karin.Müller@example.com";"DE";"True";"2026-03-14 22:49:06"
"CUST-000140";"Heide-Marie";"Eberth";"Heide-Marie.Eberth@example.com";"DE";"True";"2026-05-10 06:05:10"
"CUST-000141";"Anna-Lena";"Wilms";"Anna-Lena.Wilms@example.com";"DE";"False";"2026-03-01 06:31:32"
"CUST-000142";"Slobodan";"Kraushaar";"Slobodan.Kraushaar@example.com";"DE";"False";"2026-07-31 05:46:45"
"CUST-000143";"Iris";"Haering";"Iris.Haering@example.com";"AT";"False";"2026-03-17 18:37:49"
"CUST-000144";"Lilly";"Ackermann";"Lilly.Ackermann@example.com";"DE";"False";"2026-06-11 12:34:49"
"CUST-000145";"Willibert";"Beckmann";"Willibert.Beckmann@example.com";"NL";"True";"2026-02-20 18:37:23"
"CUST-000146";"Flora";"Kitzmann";"Flora.Kitzmann@example.com";"NL";"False";"2026-06-06 06:06:27"
"CUST-000147";"Gunnar";"Scholz";"Gunnar.Scholz@example.com";"DE";"False";"2026-04-16 17:24:15"
"CUST-000148";"Stefania";"Löwer";"Stefania.Löwer@example.com";"AT";"True";"2026-05-23 05:06:02"
"CUST-000149";"Tassilo";"Kambs";"Tassilo.Kambs@example.com";"AT";"False";"2026-06-23 12:36:15"
"CUST-000150";"Patricia";"Wulff";"Patricia.Wulff@example.com";"AT";"True";"2026-01-08 20:45:20"
"CUST-000151";"Ron";"Weinhage";"Ron.Weinhage@example.com";"AT";"False";"2026-01-12 09:57:04"
"CUST-000152";"Leo";"Dörr";"Leo.Dörr@example.com";"AT";"True";"2026-02-15 09:24:08"
"CUST-000153";"Hannes";"Geisel";"Hannes.Geisel@example.com";"DE";"True";"2026-05-17 03:14:56"
"CUST-000154";"Sebastiano";"Hartung";"Sebastiano.Hartung@example.com";"NL";"False";"2026-08-07 07:02:44"
"CUST-000155";"Torben";"Jüttner";"Torben.Jüttner@example.com";"DE";"True";"2026-01-23 03:01:51"
"CUST-000156";"Sergej";"Schenk";"Sergej.Schenk@example.com";"DE";"True";"2026-01-02 03:58:17"
"CUST-000157";"Andrea";"Kaul";"Andrea.Kaul@example.com";"FR";"True";"2026-01-13 20:46:14"
"CUST-000158";"Tania";"Berger";"Tania.Berger@example.com";"DE";"True";"2026-01-17 18:01:36"
"CUST-000159";"Valerij";"Thies";"Valerij.Thies@example.com";"FR";"False";"2026-06-07 07:50:07"
"CUST-000160";"Wieslaw";"Hübel";"Wieslaw.Hübel@example.com";"DE";"True";"2026-01-14 01:18:38"
"CUST-000161";"Elif";"Mühle";"Elif.Mühle@example.com";"AT";"True";"2026-03-22 22:14:30"
"CUST-000162";"Hans-Erich";"Stumpf";"Hans-Erich.Stumpf@example.com";"DE";"True";"2026-07-12 02:32:09"
"CUST-000163";"Gitta";"Rosemann";"Gitta.Rosemann@example.com";"CH";"False";"2026-01-14 06:09:04"
"CUST-000164";"Pamela";"Eckbauer";"Pamela.Eckbauer@example.com";"AT";"True";"2026-02-11 05:17:32"
"CUST-000165";"Dogan";"Schinke";"Dogan.Schinke@example.com";"AT";"False";"2026-01-18 08:53:29"
"CUST-000166";"Serge";"Nette";"Serge.Nette@example.com";"AT";"False";"2026-06-20 23:03:41"
"CUST-000167";"Korbinian";"Junken";"Korbinian.Junken@example.com";"FR";"False";"2026-06-06 03:59:42"
"CUST-000168";"Joseph";"Salz";"Joseph.Salz@example.com";"DE";"True";"2026-07-30 13:20:16"
"CUST-000169";"Vadim";"Klemt";"Vadim.Klemt@example.com";"PL";"True";"2026-01-23 06:56:18"
"CUST-000170";"Ingelore";"Schaaf";"Ingelore.Schaaf@example.com";"AT";"True";"2026-07-20 10:00:20"
"CUST-000171";"Gundi";"Schomber";"Gundi.Schomber@example.com";"AT";"False";"2026-03-18 18:00:38"
"CUST-000172";"Rose-Marie";"Scholl";"Rose-Marie.Scholl@example.com";"DE";"False";"2026-05-28 22:39:03"
"CUST-000173";"Katarzyna";"Zimmer";"Katarzyna.Zimmer@example.com";"DE";"True";"2026-04-11 08:12:50"
"CUST-000174";"Yvette";"Steckel";"Yvette.Steckel@example.com";"PL";"True";"2026-05-30 15:51:27"
"CUST-000175";"Kunigunda";"Fiebig";"Kunigunda.Fiebig@example.com";"DE";"True";"2026-06-04 17:15:03"
"CUST-000176";"Lena";"Bolnbach";"Lena.Bolnbach@example.com";"NL";"False";"2026-07-26 17:55:13"
"CUST-000177";"Paulo";"Gieß";"Paulo.Gieß@example.com";"FR";"True";"2026-03-01 16:06:24"
"CUST-000178";"Margit";"Scholtz";"Margit.Scholtz@example.com";"AT";"True";"2026-08-01 01:17:35"
"CUST-000179";"Petros";"Eigenwillig";"Petros.Eigenwillig@example.com";"DE";"False";"2026-02-25 12:22:41"
"CUST-000180";"Dimitri";"Albers";"Dimitri.Albers@example.com";"NL";"False";"2026-04-08 09:43:12"
"CUST-000181";"Reimer";"Oestrovsky";"Reimer.Oestrovsky@example.com";"AT";"False";"2026-06-02 23:43:41"
"CUST-000182";"Leonardo";"Austermühle";"Leonardo.Austermühle@example.com";"AT";"True";"2026-07-13 07:05:42"
"CUST-000183";"Pietro";"Hering";"Pietro.Hering@example.com";"DE";"False";"2026-05-25 18:12:42"
"CUST-000184";"Wiltrud";"Meister";"Wiltrud.Meister@example.com";"DE";"False";"2026-01-27 09:18:09"
"CUST-000185";"Faruk";"Kreusel";"Faruk.Kreusel@example.com";"DE";"False";"2026-02-23 23:25:06"
"CUST-000186";"Dursun";"Hölzenbecher";"Dursun.Hölzenbecher@example.com";"DE";"True";"2026-06-11 08:20:58"
"CUST-000187";"Traudel";"Müller";"Traudel.Müller@example.com";"PL";"False";"2026-02-11 08:35:44"
"CUST-000188";"Klaus-Peter";"Höfig";"Klaus-Peter.Höfig@example.com";"DE";"True";"2026-03-06 15:10:35"
"CUST-000189";"Adriane";"Wähner";"Adriane.Wähner@example.com";"DE";"False";"2026-04-17 10:15:50"
"CUST-000190";"Auguste";"Kade";"Auguste.Kade@example.com";"DE";"True";"2026-01-10 23:34:22"
"CUST-000191";"Sarina";"Bolnbach";"Sarina.Bolnbach@example.com";"DE";"False";"2026-05-30 02:33:46"
"CUST-000192";"Mike";"Wilms";"Mike.Wilms@example.com";"DE";"False";"2026-01-06 13:34:10"
"CUST-000193";"Olaf";"Putz";"Olaf.Putz@example.com";"DE";"False";"2026-08-04 20:38:33"
"CUST-000194";"Lissi";"Rädel";"Lissi.Rädel@example.com";"NL";"False";"2026-04-28 18:12:40"
"CUST-000195";"Sophia";"Mosemann";"Sophia.Mosemann@example.com";"DE";"True";"2026-01-22 13:43:48"
"CUST-000196";"Elfriede";"Plath";"Elfriede.Plath@example.com";"DE";"False";"2026-06-11 22:15:27"
"CUST-000197";"Henri";"Rose";"Henri.Rose@example.com";"FR";"False";"2026-07-30 08:16:46"
"CUST-000198";"Wilfriede";"Fiebig";"Wilfriede.Fiebig@example.com";"AT";"True";"2026-02-22 17:08:11"
"CUST-000199";"Selim";"Lindner";"Selim.Lindner@example.com";"DE";"True";"2026-05-01 02:38:26"
"CUST-000200";"Silvester";"Hartmann";"Silvester.Hartmann@example.com";"DE";"True";"2026-03-17 12:41:52"
"CUST-000201";"Jens-Uwe";"Scholz";"Jens-Uwe.Scholz@example.com";"DE";"False";"2026-07-20 00:12:57"
"CUST-000202";"Tibor";"Jüttner";"Tibor.Jüttner@example.com";"FR";"False";"2026-03-22 02:57:52"
"CUST-000203";"Gabriel";"Häring";"Gabriel.Häring@example.com";"DE";"True";"2026-06-16 17:58:38"
"CUST-000204";"Nadin";"Bauer";"Nadin.Bauer@example.com";"DE";"True";"2026-04-08 10:57:32"
"CUST-000205";"Ante";"Scheuermann";"Ante.Scheuermann@example.com";"AT";"True";"2026-06-08 19:01:00"
"CUST-000206";"Faruk";"Hahn";"Faruk.Hahn@example.com";"DE";"False";"2026-01-17 16:00:33"
"CUST-000207";"Sigrun";"Bruder";"Sigrun.Bruder@example.com";"DE";"True";"2026-06-09 06:23:36"
"CUST-000208";"Frauke";"Hartung";"Frauke.Hartung@example.com";"CH";"True";"2026-07-15 09:45:08"
"CUST-000209";"Sergei";"Hornig";"Sergei.Hornig@example.com";"DE";"True";"2026-03-02 00:56:00"
"CUST-000210";"Rolf-Peter";"Hiller";"Rolf-Peter.Hiller@example.com";"DE";"True";"2026-05-29 11:06:53"
"CUST-000211";"Hans-Günther";"Caspar";"Hans-Günther.Caspar@example.com";"DE";"False";"2026-06-04 14:16:02"
"CUST-000212";"Wanda";"Roskoth";"Wanda.Roskoth@example.com";"AT";"True";"2026-01-23 08:42:04"
"CUST-000213";"Agatha";"Hettner";"Agatha.Hettner@example.com";"CH";"False";"2026-08-05 13:58:21"
"CUST-000214";"Ben";"Bruder";"Ben.Bruder@example.com";"DE";"False";"2026-01-10 20:52:05"
"CUST-000215";"Hermine";"Döring";"Hermine.Döring@example.com";"DE";"True";"2026-06-09 12:08:27"
"CUST-000216";"Nico";"Bolzmann";"Nico.Bolzmann@example.com";"DE";"False";"2026-06-18 22:59:27"
"CUST-000217";"Friedbert";"Heintze";"Friedbert.Heintze@example.com";"DE";"False";"2026-08-08 07:47:42"
"CUST-000218";"Gordon";"Caspar";"Gordon.Caspar@example.com";"AT";"False";"2026-01-22 05:24:05"
"CUST-000219";"Ian";"Tlustek";"Ian.Tlustek@example.com";"DE";"True";"2026-03-24 22:37:24"
"CUST-000220";"Benjamin";"Bender";"Benjamin.Bender@example.com";"PL";"False";"2026-04-29 06:26:07"
"CUST-000221";"Ingeburg";"Bender";"Ingeburg.Bender@example.com";"DE";"False";"2026-07-11 23:10:55"
"CUST-000222";"Franco";"Schuchhardt";"Franco.Schuchhardt@example.com";"DE";"False";"2026-03-28 06:29:27"
"CUST-000223";"Raik";"Börner";"Raik.Börner@example.com";"DE";"True";"2026-08-06 17:30:14"
"CUST-000224";"Erica";"Mühle";"Erica.Mühle@example.com";"AT";"True";"2026-04-22 02:03:36"
"CUST-000225";"Mohamed";"Jäntsch";"Mohamed.Jäntsch@example.com";"DE";"False";"2026-06-20 17:38:32"
"CUST-000226";"Yusuf";"Mülichen";"Yusuf.Mülichen@example.com";"DE";"True";"2026-03-23 02:07:36"
"CUST-000227";"Jaroslav";"Berger";"Jaroslav.Berger@example.com";"DE";"True";"2026-03-21 03:05:19"
"CUST-000228";"Mareile";"Schmiedecke";"Mareile.Schmiedecke@example.com";"AT";"True";"2026-03-07 20:01:29"
"CUST-000229";"Jadwiga";"Bolzmann";"Jadwiga.Bolzmann@example.com";"NL";"True";"2026-03-15 22:04:37"
"CUST-000230";"Louis";"Jessel";"Louis.Jessel@example.com";"NL";"True";"2026-04-10 07:17:37"
"CUST-000231";"Corinne";"Wilmsen";"Corinne.Wilmsen@example.com";"DE";"False";"2026-06-21 23:09:09"
"CUST-000232";"Anatol";"Gunpf";"Anatol.Gunpf@example.com";"AT";"False";"2026-05-13 01:42:20"
"CUST-000233";"Franco";"Juncken";"Franco.Juncken@example.com";"AT";"False";"2026-07-19 19:59:59"
"CUST-000234";"Holger";"Bolzmann";"Holger.Bolzmann@example.com";"AT";"False";"2026-06-15 15:10:05"
"CUST-000235";"Florian";"Linke";"Florian.Linke@example.com";"DE";"False";"2026-04-28 19:47:58"
"CUST-000236";"Marlen";"Schmiedecke";"Marlen.Schmiedecke@example.com";"DE";"False";"2026-03-13 05:45:20"
"CUST-000237";"Adolf";"Bloch";"Adolf.Bloch@example.com";"AT";"False";"2026-08-02 18:25:54"
"CUST-000238";"Artur";"Baum";"Artur.Baum@example.com";"NL";"False";"2026-06-12 04:22:12"
