"id";"first_name";"last_name";"email";"country";"bundesland";"stadt";"plz";"iban";"newsletter";"created_at"
"CUST-000037";"Isa";"Kohl";"Isa.Kohl@example.com";"AT";"Nordrhein-Westfalen";"Köln";"50667";"DE06092101158440146079";"False";"2026-03-02 19:00:05"
"CUST-000038";"Pia";"Radisch";"Pia.Radisch@example.com";"DE";"Niedersachsen";"Hannover";"30159";"DE29656597140270181197";"False";"2026-06-08 07:47:21"
"CUST-000039";"Irene";"Mülichen";"Irene.Mülichen@example.com";"DE";"Niedersachsen";"Hannover";"30159";"DE82254978342788136895";"True";"2026-04-27 08:49:31"
"CUST-000040";"Edgar";"Kühnert";"Edgar.Kühnert@example.com";"DE";"Baden-Württemberg";"Stuttgart";"70173";"DE02568829292486102709";"True";"2026-02-03 15:12:19"
"CUST-000041";"Caren";"Söding";"Caren.Söding@example.com";"DE";"Schleswig-Holstein";"Kiel";"24103";"DE37061509649108363323";"True";"2026-04-13 06:26:05"
"CUST-000042";"Karl-Peter";"Misicher";"Karl-Peter.Misicher@example.com";"FR";"Schleswig-Holstein";"Kiel";"24103";"DE56149217047789334962";"False";"2026-01-28 12:13:15"
"CUST-000043";"Dominik";"Beckmann";"Dominik.Beckmann@example.com";"DE";"Bayern";"München";"80331";"DE13891360608997698082";"False";"2026-02-10 12:12:34"
"CUST-000044";"Gereon";"Döhn";"Gereon.Döhn@example.com";"DE";"Hamburg";"Hamburg";"20095";"DE80780489016498804682";"False";"2026-06-12 17:55:07"
"CUST-000045";"Hans-J.";"Becker";"Hans-J..Becker@example.com";"DE";"Rheinland-Pfalz";"Mainz";"55116";"DE07212262136186949973";"True";"2026-01-04 12:46:37"
"CUST-000046";"Pasquale";"Bolander";"Pasquale.Bolander@example.com";"DE";"Hessen";"Frankfurt am Main";"60311";"DE86891677688410891345";"True";"2026-04-02 02:47:10"
"CUST-000047";"Erhard";"van der Dussen";"Erhard.van der Dussen@example.com";"DE";"Berlin";"Berlin";"10115";"DE34932230741333601596";"False";"2026-01-13 23:27:55"
"CUST-000048";"Swen";"Rörricht";"Swen.Rörricht@example.com";"AT";"Bayern";"München";"80331";"DE18103334268855441395";"False";"2026-08-02 17:08:11"
"CUST-000049";"Serpil";"Zobel";"Serpil.Zobel@example.com";"DE";"Baden-Württemberg";"Stuttgart";"70173";"DE96220808768790807934";"False";"2026-05-13 15:48:53"
"CUST-000050";"Klaas";"Bolander";"Klaas.Bolander@example.com";"DE";"Nordrhein-Westfalen";"Köln";"50667";"DE14819471804374060958";"False";"2026-04-12 14:20:18"
"CUST-000051";"Ryszard";"Kroker";"Ryszard.Kroker@example.com";"DE";"Baden-Württemberg";"Stuttgart";"70173";"DE06825727888662869951";"True";"2026-05-03 05:03:32"
"CUST-000052";"Nadia";"Franke";"Nadia.Franke@example.com";"NL";"Nordrhein-Westfalen";"Köln";"50667";"DE32141096772295060250";"True";"2026-07-21 22:04:05"
"CUST-000053";"Catherine";"Schweitzer";"Catherine.Schweitzer@example.com";"DE";"Nordrhein-Westfalen";"Köln";"50667";"DE70222538318489976577";"True";"2026-05-16 06:25:03"
"CUST-000054";"Dietmar";"Renner";"Dietmar.Renner@example.com";"DE";"Sachsen";"Leipzig";"04109";"DE83699200941438409743";"True";"2026-05-03 19:37:14"
"CUST-000055";"Vinzenz";"Patberg";"Vinzenz.Patberg@example.com";"DE";"Hamburg";"Hamburg";"20095";"DE18122465013012806085";"False";"2026-04-21 20:49:38"
"CUST-000056";"Christiana";"Kallert";"Christiana.Kallert@example.com";"DE";"Baden-Württemberg";"Stuttgart";"70173";"DE27549825787971684877";"True";"2026-06-19 16:28:55"
"CUST-000057";"Nils";"Wesack";"Nils.Wesack@example.com";"FR";"Sachsen";"Leipzig";"04109";"DE52021276292698847914";"True";"2026-01-16 16:29:09"
"CUST-000058";"Wilhelm";"Etzold";"Wilhelm.Etzold@example.com";"DE";"Berlin";"Berlin";"10115";"DE36949330146328233204";"True";"2026-03-09 18:38:10"
"CUST-000059";"Herrmann";"Hermighausen";"Herrmann.Hermighausen@example.com";"AT";"Sachsen";"Leipzig";"04109";"DE70880454745584455098";"True";"2026-05-14 05:16:29"
"CUST-000060";"Tomasz";"Käster";"Tomasz.Käster@example.com";"DE";"Niedersachsen";"Hannover";"30159";"DE41143128955766941268";"False";"2026-05-06 19:29:51"
"CUST-000061";"Anthony";"Kobelt";"Anthony.Kobelt@example.com";"PL";"Sachsen";"Leipzig";"04109";"DE20536481398430440300";"False";"2026-04-03 09:00:25"
"CUST-000062";"Reinhilde";"Wulf";"Reinhilde.Wulf@example.com";"AT";"Bayern";"München";"80331";"DE56556959747476737170";"True";"2026-06-12 21:16:29"
"CUST-000063";"Myriam";"Gotthard";"Myriam.Gotthard@example.com";"DE";"Berlin";"Berlin";"10115";"DE48331664906663129188";"True";"2026-01-22 22:10:31"
"CUST-000064";"Käthi";"Tschentscher";"Käthi.Tschentscher@example.com";"AT";"Niedersachsen";"Hannover";"30159";"DE32439080198336229494";"True";"2026-01-17 20:47:26"
"CUST-000065";"Gudula";"Gorlitz";"Gudula.Gorlitz@example.com";"DE";"Baden-Württemberg";"Stuttgart";"70173";"DE60027538084804094038";"True";"2026-05-29 02:58:38"
"CUST-000066";"Czeslaw";"Dussen van";"Czeslaw.Dussen van@example.com";"DE";"Rheinland-Pfalz";"Mainz";"55116";"DE45670965849823554007";"True";"2026-08-01 05:25:26"
"CUST-000067";"Konrad";"Juncken";"Konrad.Juncken@example.com";"DE";"Bayern";"München";"80331";"DE37131437309780405398";"False";"2026-03-06 11:35:15"
"CUST-000068";"Enver";"Adler";"Enver.Adler@example.com";"AT";"Nordrhein-Westfalen";"Köln";"50667";"DE20703798006625311605";"True";"2026-01-13 08:11:38"
"CUST-000069";"Hans-Jürgen";"Wernecke";"Hans-Jürgen.Wernecke@example.com";"DE";"Rheinland-Pfalz";"Mainz";"55116";"DE71100222571585128399";"True";"2026-01-12 01:05:51"
"CUST-000070";"Carmelo";"Reinhardt";"Carmelo.Reinhardt@example.com";"PL";"Niedersachsen";"Hannover";"30159";"DE64080762131168756816";"True";"2026-01-21 02:25:27"
"CUST-000071";"Margrit";"Zirme";"Margrit.Zirme@example.com";"AT";"Baden-Württemberg";"Stuttgart";"70173";"DE28413706465071244364";"True";"2026-05-14 00:12:55"
"CUST-000072";"Pauline";"Täsche";"Pauline.Täsche@example.com";"DE";"Bayern";"München";"80331";"DE25163260842361160805";"True";"2026-06-30 15:54:21"
"CUST-000073";"Franca";"Klapp";"Franca.Klapp@example.com";"DE";"Bayern";"München";"80331";"DE11237430177100121169";"True";"2026-03-15 01:36:52"
"CUST-000074";"Vassilios";"Weinhold";"Vassilios.Weinhold@example.com";"DE";"Nordrhein-Westfalen";"Köln";"50667";"DE48045242826725122009";"True";"2026-02-02 13:21:19"
"CUST-000075";"Carlo";"Kroker";"Carlo.Kroker@example.com";"DE";"Niedersachsen";"Hannover";"30159";"DE78786555965351991101";"True";"2026-01-16 02:18:32"
"CUST-000076";"Konrad";"Rogge";"Konrad.Rogge@example.com";"NL";"Nordrhein-Westfalen";"Köln";"50667";"DE29817823352333338916";"True";"2026-06-09 07:21:49"
"CUST-000077";"Hüseyin";"Pölitz";"Hüseyin.Pölitz@example.com";"NL";"Nordrhein-Westfalen";"Köln";"50667";"DE52824987940421677189";"True";"2026-04-30 15:08:24"
"CUST-000078";"Sylwia";"Etzler";"Sylwia.Etzler@example.com";"CH";"Schleswig-Holstein";"Kiel";"24103";"DE18822702492546447530";"True";"2026-08-09 07:51:12"
"CUST-000079";"Cordula";"Ditschlerin";"Cordula.Ditschlerin@example.com";"DE";"Niedersachsen";"Hannover";"30159";"DE82034998107356278066";"True";"2026-03-13 09:01:53"
"CUST-000080";"Heinz-Günter";"Knappe";"Heinz-Günter.Knappe@example.com";"FR";"Baden-Württemberg";"Stuttgart";"70173";"DE36744777728075892233";"False";"2026-05-26 19:55:56"
"CUST-000081";"Gabriella";"Nerger";"Gabriella.Nerger@example.com";"DE";"Nordrhein-Westfalen";"Köln";"50667";"DE78327521079799448902";"False";"2026-05-24 11:56:01"
"CUST-000082";"Ella";"Tschentscher";"Ella.Tschentscher@example.com";"DE";"Brandenburg";"Potsdam";"14467";"DE90125806598613079859";"True";"2026-07-05 23:47:59"
"CUST-000083";"Karen";"Gnatz";"Karen.Gnatz@example.com";"CH";"Bayern";"München";"80331";"DE31974625384296749220";"False";"2026-06-15 15:50:25"
"CUST-000084";"Cäcilie";"Flantz";"Cäcilie.Flantz@example.com";"DE";"Berlin";"Berlin";"10115";"DE78476673640514903756";"False";"2026-04-09 03:09:39"
"CUST-000085";"Elsbeth";"Beyer";"Elsbeth.Beyer@example.com";"DE";"Schleswig-Holstein";"Kiel";"24103";"DE65239440704489686087";"True";"2026-04-29 01:48:17"
"CUST-000086";"Tania";"Becker";"Tania.Becker@example.com";"CH";"Baden-Württemberg";"Stuttgart";"70173";"DE58347346824424165360";"False";"2026-07-29 04:52:36"
"CUST-000087";"Bayram";"Bruder";"Bayram.Bruder@example.com";"DE";"Sachsen";"Leipzig";"04109";"DE26330464372533077390";"False";"2026-06-07 03:43:33"
"CUST-000088";"Daniela";"Bauer";"Daniela.Bauer@example.com";"DE";"Niedersachsen";"Hannover";"30159";"DE27069709429573920368";"True";"2026-06-15 21:26:08"
"CUST-000089";"Meik";"Austermühle";"Meik.Austermühle@example.com";"DE";"Baden-Württemberg";"Stuttgart";"70173";"DE88171371070122155616";"True";"2026-03-17 01:20:51"
"CUST-000090";"Sven";"Müller";"Sven.Müller@example.com";"DE";"Nordrhein-Westfalen";"Köln";"50667";"DE90241937351940422096";"False";"2026-05-16 08:31:43"
"CUST-000091";"Ercan";"Stahr";"Ercan.Stahr@example.com";"DE";"Baden-Württemberg";"Stuttgart";"70173";"DE62819596628277851639";"True";"2026-06-17 17:23:05"
"CUST-000092";"Raissa";"Bachmann";"Raissa.Bachmann@example.com";"DE";"Sachsen";"Leipzig";"04109";"DE45063722680239527104";"True";"2026-07-10 02:56:11"
"CUST-000093";"André";"Schacht";"André.Schacht@example.com";"AT";"Mecklenburg-Vorpommern";"Rostock";"18055";"DE32390049923250409092";"True";"2026-05-11 02:12:13"
"CUST-000094";"Kevin";"Scholl";"Kevin.Scholl@example.com";"DE";"Schleswig-Holstein";"Kiel";"24103";"DE09302141735719686708";"True";"2026-07-04 23:35:55"
"CUST-000095";"Amanda";"Karz";"Amanda.Karz@example.com";"AT";"Brandenburg";"Potsdam";"14467";"DE59786281405166295761";"False";"2026-07-10 15:09:17"
"CUST-000096";"Svenja";"Buchholz";"Svenja.Buchholz@example.com";"AT";"Baden-Württemberg";"Stuttgart";"70173";"DE57060332941630039667";"True";"2026-06-19 09:46:22"
"CUST-000097";"Arnd";"Drubin";"Arnd.Drubin@example.com";"CH";"Nordrhein-Westfalen";"Köln";"50667";"DE10994760365423787859";"False";"2026-03-12 15:12:06"
"CUST-000098";"Kurt";"Gertz";"Kurt.Gertz@example.com";"CH";"Nordrhein-Westfalen";"Köln";"50667";"DE02593534641373269412";"True";"2026-06-24 04:10:47"
"CUST-000099";"Natalja";"Siering";"Natalja.Siering@example.com";"PL";"Baden-Württemberg";"Stuttgart";"70173";"DE81637414398321623310";"True";"2026-06-07 11:45:51"
"CUST-000100";"Aleksej";"Faust";"Aleksej.Faust@example.com";"DE";"Bayern";"München";"80331";"DE42276601388856844558";"False";"2026-05-07 22:38:51"
"CUST-000101";"Gregor";"Käster";"Gregor.Käster@example.com";"DE";"Brandenburg";"Potsdam";"14467";"DE48882736691336145644";"False";"2026-06-25 17:17:04"
"CUST-000102";"Carlo";"Barkholz";"Carlo.Barkholz@example.com";"AT";"Berlin";"Berlin";"10115";"DE65100862557246154636";"False";"2026-05-25 18:57:02"
"CUST-000103";"Stanislaw";"Albers";"Stanislaw.Albers@example.com";"NL";"Baden-Württemberg";"Stuttgart";"70173";"DE63650848759557331182";"True";"2026-04-04 18:12:21"
"CUST-000104";"Verena";"Börner";"Verena.Börner@example.com";"DE";"Niedersachsen";"Hannover";"30159";"DE30046800449250973049";"True";"2026-05-06 01:26:21"
"CUST-000105";"Engelbert";"Kraushaar";"Engelbert.Kraushaar@example.com";"NL";"Nordrhein-Westfalen";"Köln";"50667";"DE33187082444031157749";"False";"2026-06-07 23:33:51"
"CUST-000106";"Marie-Therese";"Ehlert";"Marie-Therese.Ehlert@example.com";"DE";"Baden-Württemberg";"Stuttgart";"70173";"DE51986667347504977475";"True";"2026-05-07 11:27:18"
"CUST-000107";"Alida";"Holzapfel";"Alida.Holzapfel@example.com";"DE";"Sachsen-Anhalt";"Magdeburg";"39104";"DE81028752485187773476";"False";"2026-06-20 08:03:04"
"CUST-000108";"Alfonso";"Franke";"Alfonso.Franke@example.com";"DE";"Rheinland-Pfalz";"Mainz";"55116";"DE14123000510133884178";"True";"2026-06-02 10:03:07"
"CUST-000109";"Helmar";"Dobes";"Helmar.Dobes@example.com";"DE";"Schleswig-Holstein";"Kiel";"24103";"DE42864748800828887609";"False";"2026-07-10 07:28:03"
"CUST-000110";"Samir";"Dörschner";"Samir.Dörschner@example.com";"DE";"Hessen";"Frankfurt am Main";"60311";"DE11089479745318475571";"False";"2026-06-14 06:55:54"
"CUST-000111";"Reinhilde";"Heintze";"Reinhilde.Heintze@example.com";"DE";"Bayern";"München";"80331";"DE62913717637708567710";"True";"2026-08-03 17:26:02"
"CUST-000112";"Caterina";"Geißler";"Caterina.Geißler@example.com";"FR";"Bayern";"München";"80331";"DE12994696488301047891";"True";"2026-07-13 19:10:38"
"CUST-000113";"Erhardt";"Karz";"Erhardt.Karz@example.com";"DE";"Nordrhein-Westfalen";"Köln";"50667";"DE37459809349336980962";"True";"2026-06-30 20:14:12"
"CUST-000114";"Zenta";"Mohaupt";"Zenta.Mohaupt@example.com";"DE";"Sachsen";"Leipzig";"04109";"DE65280685297682677224";"False";"2026-06-07 12:14:16"
"CUST-000115";"Elisa";"Etzler";"Elisa.Etzler@example.com";"DE";"Bayern";"München";"80331";"DE67903930955338286259";"False";"2026-06-17 08:13:03"
"CUST-000116";"Helena";"Rudolph";"Helena.Rudolph@example.com";"CH";"Hessen";"Frankfurt am Main";"60311";"DE62242359964730487693";"True";"2026-07-14 10:31:45"
"CUST-000117";"Petar";"Textor";"Petar.Textor@example.com";"DE";"Hessen";"Frankfurt am Main";"60311";"DE41808616041290810494";"False";"2026-04-04 09:28:07"
"CUST-000118";"Hasan";"Scheibe";"Hasan.Scheibe@example.com";"FR";"Hessen";"Frankfurt am Main";"60311";"DE80771695672027045866";"True";"2026-05-01 20:26:57"
"CUST-000119";"Diedrich";"Krein";"Diedrich.Krein@example.com";"DE";"Baden-Württemberg";"Stuttgart";"70173";"DE10121219050796779464";"False";"2026-05-22 09:45:30"
"CUST-000120";"Czeslaw";"Junck";"Czeslaw.Junck@example.com";"DE";"Nordrhein-Westfalen";"Köln";"50667";"DE53126083892578258899";"False";"2026-07-19 10:46:55"
"CUST-000121";"Arno";"Rosemann";"Arno.Rosemann@example.com";"FR";"Sachsen";"Leipzig";"04109";"DE07383329433216033874";"True";"2026-01-03 06:35:34"
"CUST-000122";"Zoran";"Meyer";"Zoran.Meyer@example.com";"DE";"Brandenburg";"Potsdam";"14467";"DE51933822910916628922";"False";"2026-01-21 22:34:16"
"CUST-000123";"Inga";"Pohl";"Inga.Pohl@example.com";"CH";"Baden-Württemberg";"Stuttgart";"70173";"DE92698474803397221111";"True";"2026-03-23 17:32:24"
"CUST-000124";"Burkhard";"Harloff";"Burkhard.Harloff@example.com";"AT";"Hessen";"Frankfurt am Main";"60311";"DE20309203408165487041";"True";"2026-06-29 14:12:54"
"CUST-000125";"Betti";"Stolze";"Betti.Stolze@example.com";"DE";"Niedersachsen";"Hannover";"30159";"DE95536899352211598575";"False";"2026-04-30 06:31:29"
"CUST-000126";"Valentin";"Müller";"Valentin.Müller@example.com";"DE";"Nordrhein-Westfalen";"Köln";"50667";"DE62545516340798583655";"True";"2026-02-06 06:50:42"
"CUST-000127";"Birthe";"van der Dussen";"Birthe.van der Dussen@example.com";"AT";"Bayern";"München";"80331";"DE43289872690605331147";"True";"2026-05-30 02:52:20"
"CUST-000128";"Anton";"Barkholz";"Anton.Barkholz@example.com";"NL";"Nordrhein-Westfalen";"Köln";"50667";"DE50057232160877920644";"True";"2026-07-20 05:02:15"
"CUST-000129";"Bernard";"Caspar";"Bernard.Caspar@example.com";"AT";"Baden-Württemberg";"Stuttgart";"70173";"DE40669606815327816142";"False";"2026-01-03 10:05:18"
"CUST-000130";"Adolf";"Dussen van";"Adolf.Dussen van@example.com";"DE";"Nordrhein-Westfalen";"Köln";"50667";"DE42501522525415707601";"True";"2026-05-01 22:33:48"
"CUST-000131";"Franz-Xaver";"Reuter";"Franz-Xaver.Reuter@example.com";"FR";"Hessen";"Frankfurt am Main";"60311";"DE28494889778265817865";"True";"2026-02-17 08:22:58"
"CUST-000132";"Klaas";"Rosenow";"Klaas.Rosenow@example.com";"DE";"Niedersachsen";"Hannover";"30159";"DE24502857145889606668";"False";"2026-05-12 03:56:58"
"CUST-000133";"Marianna";"Wilms";"Marianna.Wilms@example.com";"DE";"Nordrhein-Westfalen";"Köln";"50667";"DE75758858224200458874";"True";"2026-06-17 20:47:17"
"CUST-000134";"Margit";"Trub";"Margit.Trub@example.com";"DE";"Niedersachsen";"Hannover";"30159";"DE04866837586934527424";"False";"2026-03-01 06:51:34"
"CUST-000135";"Florentine";"Niemeier";"Florentine.Niemeier@example.com";"AT";"Niedersachsen";"Hannover";"30159";"DE45781396698160750556";"False";"2026-04-29 06:50:28"
"CUST-000136";"Friedericke";"Gierschner";"Friedericke.Gierschner@example.com";"DE";"Nordrhein-Westfalen";"Köln";"50667";"DE45599729995899275642";"True";"2026-02-22 07:36:26"
"CUST-000137";"Annemarie";"Fritsch";"Annemarie.Fritsch@example.com";"DE";"Schleswig-Holstein";"Kiel";"24103";"DE93945838305430331397";"True";"2026-06-27 01:43:14"
"CUST-000138";"Denny";"Pärtzelt";"Denny.Pärtzelt@example.com";"CH";"Hessen";"Frankfurt am Main";"60311";"DE15773861068720094209";"False";"2026-06-21 14:13:45"
"CUST-000139";"Emine";"Wilms";"Emine.Wilms@example.com";"DE";"Bayern";"München";"80331";"DE38591334985143863516";"True";"2026-04-11 21:25:10"
"CUST-000140";"Cosimo";"Ackermann";"Cosimo.Ackermann@example.com";"AT";"Bayern";"München";"80331";"DE15321763413877312806";"False";"2026-03-26 03:54:35"
"CUST-000141";"Paulina";"Bohlander";"Paulina.Bohlander@example.com";"DE";"Niedersachsen";"Hannover";"30159";"DE10983239585293073719";"True";"2026-01-06 09:36:00"
"CUST-000142";"Gerda";"Cichorius";"Gerda.Cichorius@example.com";"DE";"Baden-Württemberg";"Stuttgart";"70173";"DE30492544799004380946";"True";"2026-02-05 12:53:35"
"CUST-000143";"Edeltraud";"Wiek";"Edeltraud.Wiek@example.com";"DE";"Niedersachsen";"Hannover";"30159";"DE21919287506323311781";"False";"2026-03-08 05:01:08"
"CUST-000144";"Raphael";"Steuer";"Raphael.Steuer@example.com";"DE";"Baden-Württemberg";"Stuttgart";"70173";"DE49237908539366450448";"False";"2026-05-03 10:16:19"
"CUST-000145";"Janine";"Kitzmann";"Janine.Kitzmann@example.com";"CH";"Baden-Württemberg";"Stuttgart";"70173";"DE96044751771704911425";"False";"2026-03-30 14:23:36"
"CUST-000146";"Georgine";"Juncken";"Georgine.Juncken@example.com";"NL";"Schleswig-Holstein";"Kiel";"24103";"DE25738094908353600012";"True";"2026-01-30 05:28:41"
"CUST-000147";"Hans-Detlef";"Häring";"Hans-Detlef.Häring@example.com";"AT";"Hamburg";"Hamburg";"20095";"DE87220241365818132465";"True";"2026-02-14 19:06:11"
"CUST-000148";"Hans-Jürgen";"Kramer";"Hans-Jürgen.Kramer@example.com";"NL";"Berlin";"Berlin";"10115";"DE02251580134041270098";"False";"2026-06-15 15:46:59"
"CUST-000149";"Eugenia";"Wähner";"Eugenia.Wähner@example.com";"CH";"Bayern";"München";"80331";"DE71100314890279853662";"False";"2026-06-22 09:18:34"
"CUST-000150";"Muharrem";"Schäfer";"Muharrem.Schäfer@example.com";"CH";"Hessen";"Frankfurt am Main";"60311";"DE95490192166845949569";"False";"2026-03-16 14:57:00"
"CUST-000151";"Meik";"Hauffer";"Meik.Hauffer@example.com";"CH";"Bayern";"München";"80331";"DE88845479555562183181";"True";"2026-02-06 05:50:10"
"CUST-000152";"Josip";"Mühle";"Josip.Mühle@example.com";"CH";"Bayern";"München";"80331";"DE92986924611271953248";"True";"2026-03-16 17:48:59"
"CUST-000153";"Josefa";"Bohnbach";"Josefa.Bohnbach@example.com";"DE";"Nordrhein-Westfalen";"Köln";"50667";"DE47655946260894974315";"True";"2026-05-13 06:17:32"
"CUST-000154";"Nevenka";"Söding";"Nevenka.Söding@example.com";"NL";"Baden-Württemberg";"Stuttgart";"70173";"DE15703790518618623221";"False";"2026-01-22 03:18:15"
"CUST-000155";"Ben";"Stiebitz";"Ben.Stiebitz@example.com";"CH";"Brandenburg";"Potsdam";"14467";"DE64393221414791759440";"True";"2026-03-29 19:56:12"
